video_id,comment
30Hxs5G9Vgs,SAMSUNG A15 GALAXY 5G team here 🤝👇👇
30Hxs5G9Vgs,oh yeah I especially love how A15 turned into Xiaomi 14
30Hxs5G9Vgs,F15 win because of antutu score
30Hxs5G9Vgs,Gangadhar he saktimaan h 😂😂
30Hxs5G9Vgs,F15 have one UI 6.1
30Hxs5G9Vgs,Please vote ❤❤A15❤❤
30Hxs5G9Vgs,i have a m15 good phone)
30Hxs5G9Vgs,2:06 5MP f/2.2 Depth or Ultra wide? Background clarity black 👎 old version videos Good 😊👍
30Hxs5G9Vgs,Win m15 & f15
30Hxs5G9Vgs,Campare❎ similarity ✅😅
30Hxs5G9Vgs,I've f15 and its superb
30Hxs5G9Vgs,Samsung Galaxy M15 5G Prime Edition 💀⚡
30Hxs5G9Vgs,M15 ✅️
30Hxs5G9Vgs,Which one is better A15 or F15
30Hxs5G9Vgs,M 15 nic ❤❤❤❤
30Hxs5G9Vgs,The hell happens on 1:29
30Hxs5G9Vgs,F15 best
30Hxs5G9Vgs,F15 IS BEST ❤👌
30Hxs5G9Vgs,NFC is available in a15
30Hxs5G9Vgs,Xiaomi 14 ???
30Hxs5G9Vgs,Edit xiomi 14 to samsung  a15 in vedio rest all ok
30Hxs5G9Vgs,Samsung A15❤
30Hxs5G9Vgs,A15 fire❤
30Hxs5G9Vgs,wonderful comparison
30Hxs5G9Vgs,F15 win🎉
30Hxs5G9Vgs,Are f15 aur m15 to sem hai n to kayse m15 win huaa
30Hxs5G9Vgs,Galaxy f15 5g
30Hxs5G9Vgs,Best of A15
30Hxs5G9Vgs,There is no NFC in  samsung galaxy f15  pls check
30Hxs5G9Vgs,Network problem  aarha hea kripya  namaste kharide
30Hxs5G9Vgs,I have S24 ❤
30Hxs5G9Vgs,Which one is better?
30Hxs5G9Vgs,Sare phone ek jese hi to hai 😅bas modal name change hai
30Hxs5G9Vgs,I have f15 👍
30Hxs5G9Vgs,Which one is better to buy  f 15 5g? or m.15 5g ?
30Hxs5G9Vgs,there is no NFC as per samsung website
30Hxs5G9Vgs,6000 mah Battery in f15
30Hxs5G9Vgs,Samsung gf15 me nfc h nahi pagal banate h vedio me 😮
30Hxs5G9Vgs,Mane karidahe eshliy batarahu😢
30Hxs5G9Vgs,I am using Samsung f15 for last 1 month it's the worst phone I ever seen in my life my 3gb ram phone is better than this
30Hxs5G9Vgs,F15 my ph
30Hxs5G9Vgs,Network problem  aarhahe 😊
30Hxs5G9Vgs,Back ground musuc bta de bhai bhut pyara h ❤
30Hxs5G9Vgs,Bhai maine F15 order kiya but m15 aa gya kya kru dono same hai ya alag hai plz reply
30Hxs5G9Vgs,How did a15 become Xiaomi 14
30Hxs5G9Vgs,I have M15
30Hxs5G9Vgs,Super
30Hxs5G9Vgs,A15 MOCKING
30Hxs5G9Vgs,M15 is super mobile
30Hxs5G9Vgs,F15 5g
30Hxs5G9Vgs,Wrong winner anauce win is f15 fo antutu
30Hxs5G9Vgs,F 15 bahut ghatiya mobile hai ek hi din me hang hone laga paise bekar gye mere
30Hxs5G9Vgs,Not available 8 GB ram in f15  and m15
30Hxs5G9Vgs,M 15
30Hxs5G9Vgs,What you mean xiaomi 14??
30Hxs5G9Vgs,4:38
30Hxs5G9Vgs,Xiaomi 14 😂😂😂
30Hxs5G9Vgs,"Bruh, They Are The Same..."
30Hxs5G9Vgs,How to Samsung a15  5G  fauchers
30Hxs5G9Vgs,"Amar 
Akbar 
Antony"
30Hxs5G9Vgs,No NFC in f15
30Hxs5G9Vgs,"A15 me amoled display nhi hai 
Kyun galat jankari de rhe ho"
30Hxs5G9Vgs,Eu tenho 1 a15
30Hxs5G9Vgs,I hate when I come across these would I watch a video if I wanted to read something
30Hxs5G9Vgs,Bhai sabse acha jio
30Hxs5G9Vgs,Nicely presented
30Hxs5G9Vgs,Video එක හදපු එකා😂😂😂😂😂
30Hxs5G9Vgs,I am using Samsung galaxy m15 5g No NFC Features in this mobile
30Hxs5G9Vgs,Hanging Samsung 😂
30Hxs5G9Vgs,Why do these guys put similar phones with different  name models on the markert😂😂😂
30Hxs5G9Vgs,No charger samsung waist
30Hxs5G9Vgs,Im using M 15
30Hxs5G9Vgs,Xiomi14?
30Hxs5G9Vgs,Procecer....??
30Hxs5G9Vgs,Tem NFC?
30Hxs5G9Vgs,NFC not available in m15
30Hxs5G9Vgs,Es iguaaal es iguaaaaal xd
30Hxs5G9Vgs,Confused 😢p😂
30Hxs5G9Vgs,bc battery ke alawa sab same hi to hai
30Hxs5G9Vgs,❤❤
30Hxs5G9Vgs,F5   Wine kyu nehi hua😢😢
30Hxs5G9Vgs,Mine m15
30Hxs5G9Vgs,Wron information..
30Hxs5G9Vgs,Stupid wrong information
30Hxs5G9Vgs,😂😂😂😂
30Hxs5G9Vgs,What a dumb video!
30Hxs5G9Vgs,Waste video
30Hxs5G9Vgs,trash video
30Hxs5G9Vgs,https://youtu.be/hAHa_1kgjww?si=-c1BplxR_SU3WKRN
30Hxs5G9Vgs,Xiaomi 14?
30Hxs5G9Vgs,Super
30Hxs5G9Vgs,Super
30Hxs5G9Vgs,Xiaomi 14 ??
30Hxs5G9Vgs,Super
