video_id,comment
ExGfwp5vL8g,Samsung A15 Wins🎉
ExGfwp5vL8g,I have the Galaxy A15 and it's a really good phone [The color is I currently have is Dark Blue or Blue Black]
ExGfwp5vL8g,OPPO❤❤❤❤
ExGfwp5vL8g,Hey❤
ExGfwp5vL8g,I have samsung a13 it's going great
ExGfwp5vL8g,Which one is the best phone for bying
ExGfwp5vL8g,I'm watching dis on a a15
ExGfwp5vL8g,"Usuarios de iphone: ""noooossa, o bagulho trava ate reiniciando"""
ExGfwp5vL8g,ain't nobody talking about the amazing loop?
ExGfwp5vL8g,samsung A15 .. Which variant works good ? 6/128 or 8/256 ??????? Plz guide ..
ExGfwp5vL8g,"Niveau design ils ne se foulent plus Samsung, il serait temps qu'ils passe à autre chose surtout aux dos de leurs téléphones..."
ExGfwp5vL8g,Samsung a 15😂😂
ExGfwp5vL8g,"I just got a A15
 I absolutely hate it! Keyboard is small. Software sucks. One of the worst phones I have ever had."
ExGfwp5vL8g,TODOS CELULARES SÃO BONITO❤️❤️❤️💚💚💚
ExGfwp5vL8g,Who's the best a15 or a25?😊
ExGfwp5vL8g,Super amoled A15 😂
ExGfwp5vL8g,Song name?
ExGfwp5vL8g,𝑆𝑎𝑚𝑠𝑢𝑛𝑔 𝐺𝑎𝑙𝑎𝑥𝑦 𝑠23 𝑎𝑛𝑑  𝑆𝑎𝑚𝑠𝑢𝑛𝑔 𝐺𝑎𝑙𝑎𝑥𝑦 𝐴15 𝐼 𝑢𝑠𝑒 𝑡𝑤𝑜 𝑝ℎ𝑜𝑛𝑒𝑠 😂
ExGfwp5vL8g,Are you from uzbekistan?
ExGfwp5vL8g,Want to a25 but a 15 G99 better
ExGfwp5vL8g,How much
ExGfwp5vL8g,A 15 🔪a 25 a 50 🔪a 25
ExGfwp5vL8g,😊❤😊❤😊❤gg
ExGfwp5vL8g,A15 always on display?
ExGfwp5vL8g,Samsung A15 ❤
ExGfwp5vL8g,Bhai puch hol camera ye budget segment me kab Dena start karenge
ExGfwp5vL8g,A15 😎😎
ExGfwp5vL8g,Song name
ExGfwp5vL8g,😊❤❤😊❤😊bb
ExGfwp5vL8g,A15 better phone
ExGfwp5vL8g,"Apple fans
👇"
ExGfwp5vL8g,Samsung galaxy a15 mai screenshot kese lete h
ExGfwp5vL8g,Abi benim telefonum Samsung j9 seviyorsun
ExGfwp5vL8g,God samsung galaxy A15 5g
ExGfwp5vL8g,أوريد توصيل اللبية😊😊
ExGfwp5vL8g,Can a A25 5g phone case fit  a A15 phone?
ExGfwp5vL8g,I am getting a samsung A25 5g in black
ExGfwp5vL8g,A15 ❤❤❤❤❤❤❤❤❤
ExGfwp5vL8g,A15 best phone❤
ExGfwp5vL8g,Watch this vid from A25
ExGfwp5vL8g,Time alag alag kase dikha raha h johal lag raha h
ExGfwp5vL8g,😮😮😮
ExGfwp5vL8g,Mine is the black one I promise I bought I new now
ExGfwp5vL8g,I'm samsung a 25
ExGfwp5vL8g,No one talking about his hand
